customer_id,campaign_id,channel,acquisition_date,first_purchase_value,email,city,age_group,is_repeat_customer,total_lifetime_value,total_orders
CUST_000492,CAMP_1005,Email,2024-02-15,609.59,william86@example.com,Delhi,25-34,False,609.59,1
CUST_000493,CAMP_1005,Email,2024-02-16,1731.73,amaira45@example.org,Mumbai,25-34,False,1731.73,1
CUST_000494,CAMP_1005,Email,2024-02-16,3143.94,tanveerdasgupta@example.net,Mumbai,25-34,False,3143.94,1
CUST_000495,CAMP_1005,Email,2024-02-16,3191.97,comarsathvik@example.com,Hyderabad,25-34,False,3191.97,1
CUST_000496,CAMP_1005,Email,2024-02-17,4725.3,dharshivansh@example.org,Hyderabad,25-34,False,4725.3,1
CUST_000497,CAMP_1005,Email,2024-02-17,5531.06,ghoshikbal@example.org,Pune,25-34,False,5531.06,1
CUST_000498,CAMP_1005,Email,2024-02-17,7922.96,rom@example.net,Pune,25-34,False,7922.96,1
CUST_000499,CAMP_1005,Email,2024-02-18,1512.53,xavierchandra@example.net,Ahmedabad,25-34,False,1512.53,1
CUST_000500,CAMP_1005,Email,2024-02-18,520.07,kannangayathri@example.org,Kolkata,25-34,False,520.07,1
CUST_000501,CAMP_1005,Email,2024-02-18,7535.21,fbhakta@example.net,Mumbai,25-34,False,7535.21,1
CUST_000502,CAMP_1005,Email,2024-02-19,3616.11,indalipandya@example.net,Chennai,25-34,False,3616.11,1
CUST_000503,CAMP_1005,Email,2024-02-19,4949.71,benjamin51@example.org,Pune,25-34,True,4949.71,1
CUST_000504,CAMP_1005,Email,2024-02-19,5310.69,ivarughese@example.org,Bangalore,25-34,False,5310.69,1
CUST_000505,CAMP_1005,Email,2024-02-20,608.33,kallaaishani@example.com,Mumbai,25-34,False,608.33,1
CUST_000506,CAMP_1005,Email,2024-02-20,3279.56,januja56@example.org,Delhi,25-34,False,3279.56,1
CUST_000507,CAMP_1005,Email,2024-02-20,7852.99,chandrabina@example.org,Delhi,25-34,False,7852.99,1
CUST_000508,CAMP_1005,Email,2024-02-21,7619.7,ubika07@example.com,Mumbai,25-34,False,7619.7,1
CUST_000509,CAMP_1005,Email,2024-02-21,1857.96,sabharwalmichael@example.net,Mumbai,25-34,True,1857.96,1
CUST_000510,CAMP_1005,Email,2024-02-21,6685.64,dramakrishnan@example.com,Ahmedabad,25-34,False,6685.64,1
CUST_000511,CAMP_1005,Email,2024-02-22,5992.7,yagnesh07@example.org,Pune,25-34,False,5992.7,1
CUST_000512,CAMP_1005,Email,2024-02-22,1113.17,majumdarharish@example.org,Hyderabad,25-34,False,1113.17,1
CUST_000513,CAMP_1005,Email,2024-02-22,7372.23,fparikh@example.org,Pune,25-34,True,7372.23,1
CUST_000514,CAMP_1005,Email,2024-02-23,5251.8,yvyas@example.net,Pune,25-34,False,5251.8,1
CUST_000515,CAMP_1005,Email,2024-02-23,6518.36,owen83@example.net,Delhi,25-34,False,6518.36,1
CUST_000516,CAMP_1005,Email,2024-02-23,1383.85,gjain@example.com,Delhi,25-34,False,1383.85,1
CUST_000517,CAMP_1005,Email,2024-02-24,6938.52,baljiwanparmar@example.org,Delhi,25-34,False,6938.52,1
CUST_000518,CAMP_1005,Email,2024-02-24,2546.3,mahikadubey@example.org,Chennai,25-34,False,2546.3,1
CUST_000519,CAMP_1005,Email,2024-02-24,7371.11,magarisaac@example.com,Hyderabad,25-34,False,7371.11,1
CUST_000520,CAMP_1005,Email,2024-02-25,3483.17,hbarad@example.org,Mumbai,25-34,False,3483.17,1
CUST_000521,CAMP_1005,Email,2024-02-25,7482.3,raiwatika@example.com,Mumbai,25-34,False,7482.3,1
CUST_000522,CAMP_1005,Email,2024-02-25,6990.18,wjoshi@example.com,Delhi,25-34,False,6990.18,1
CUST_000523,CAMP_1005,Email,2024-02-26,7757.37,chaudryekalinga@example.org,Pune,25-34,False,7757.37,1
CUST_000524,CAMP_1005,Email,2024-02-26,5494.63,shroffekaraj@example.com,Ahmedabad,25-34,False,5494.63,1
CUST_000525,CAMP_1005,Email,2024-02-26,4358.85,bhavini10@example.com,Mumbai,25-34,True,4358.85,1
CUST_000526,CAMP_1005,Email,2024-02-27,4131.67,aarush33@example.com,Ahmedabad,25-34,True,4131.67,1
CUST_000527,CAMP_1005,Email,2024-02-27,5694.08,sinhaaarini@example.com,Mumbai,25-34,False,5694.08,1
CUST_000528,CAMP_1005,Email,2024-02-27,5342.29,imanda@example.com,Mumbai,25-34,False,5342.29,1
CUST_000529,CAMP_1005,Email,2024-02-28,1530.62,yashawini66@example.org,Hyderabad,25-34,False,1530.62,1
CUST_000530,CAMP_1005,Email,2024-02-28,4702.71,darshoommen@example.org,Hyderabad,25-34,True,4702.71,1
CUST_000531,CAMP_1005,Email,2024-02-28,3879.75,udant30@example.com,Delhi,25-34,False,3879.75,1
CUST_000532,CAMP_1005,Email,2024-02-29,5459.56,aarini46@example.org,Kolkata,25-34,True,5459.56,1
CUST_000533,CAMP_1005,Email,2024-02-29,5357.88,tdayal@example.net,Kolkata,25-34,True,5357.88,1
CUST_000534,CAMP_1005,Email,2024-02-29,874.34,iganesh@example.net,Mumbai,25-34,False,874.34,1
CUST_000535,CAMP_1005,Email,2024-03-01,7143.24,gdin@example.net,Hyderabad,25-34,False,7143.24,1
CUST_000536,CAMP_1005,Email,2024-03-01,2027.55,csrinivas@example.org,Kolkata,25-34,False,2027.55,1
CUST_000537,CAMP_1005,Email,2024-03-01,7677.27,kalaraju@example.com,Bangalore,25-34,False,7677.27,1
CUST_000538,CAMP_1005,Email,2024-03-02,2748.96,fbhardwaj@example.net,Ahmedabad,25-34,True,2748.96,1
CUST_000539,CAMP_1005,Email,2024-03-02,1805.43,mdeo@example.org,Pune,25-34,False,1805.43,1
CUST_000540,CAMP_1005,Email,2024-03-02,702.65,zzachariah@example.net,Ahmedabad,25-34,True,702.65,1
CUST_000541,CAMP_1005,Email,2024-03-03,4609.58,mjani@example.com,Mumbai,25-34,False,4609.58,1
CUST_000542,CAMP_1005,Email,2024-03-03,2045.46,bhaktabalendra@example.com,Bangalore,25-34,False,2045.46,1
CUST_000543,CAMP_1005,Email,2024-03-03,3044.75,handabhavna@example.org,Delhi,25-34,False,3044.75,1
CUST_000544,CAMP_1005,Email,2024-03-04,6027.92,ojasvisaha@example.net,Mumbai,25-34,False,6027.92,1
CUST_000545,CAMP_1005,Email,2024-03-04,7161.31,zchauhan@example.org,Mumbai,25-34,True,7161.31,1
CUST_000546,CAMP_1005,Email,2024-03-04,7660.23,sborah@example.org,Kolkata,25-34,False,7660.23,1
CUST_000547,CAMP_1005,Email,2024-03-05,3641.79,urishillamittal@example.net,Bangalore,25-34,True,3641.79,1
CUST_000548,CAMP_1005,Email,2024-03-05,4671.86,lsuri@example.org,Hyderabad,25-34,False,4671.86,1
CUST_000549,CAMP_1005,Email,2024-03-05,6049.09,akuruvilla@example.org,Ahmedabad,25-34,False,6049.09,1
CUST_000550,CAMP_1005,Email,2024-03-06,1085.88,sankarimaran@example.net,Hyderabad,25-34,True,1085.88,1
CUST_000551,CAMP_1005,Email,2024-03-06,7203.71,eshananadkarni@example.com,Kolkata,25-34,True,7203.71,1
CUST_000552,CAMP_1005,Email,2024-03-06,1699.44,michaeldhillon@example.net,Mumbai,25-34,False,1699.44,1
CUST_000553,CAMP_1005,Email,2024-03-07,6706.44,gunbir76@example.com,Bangalore,25-34,True,6706.44,1
CUST_000554,CAMP_1005,Email,2024-03-07,5851.63,pushti20@example.com,Hyderabad,25-34,True,5851.63,1
CUST_000555,CAMP_1005,Email,2024-03-07,7769.76,warhiapte@example.com,Ahmedabad,25-34,False,7769.76,1
CUST_000556,CAMP_1005,Email,2024-03-08,3307.57,chakradevchopra@example.com,Delhi,25-34,True,3307.57,1
CUST_000557,CAMP_1005,Email,2024-03-08,5086.57,siddharthbhalla@example.org,Mumbai,25-34,True,5086.57,1
CUST_000558,CAMP_1005,Email,2024-03-08,3745.17,kauraradhana@example.net,Pune,25-34,True,3745.17,1
CUST_000559,CAMP_1005,Email,2024-03-09,2906.52,varughesezinal@example.com,Chennai,25-34,False,2906.52,1
CUST_000560,CAMP_1005,Email,2024-03-09,7899.23,wyatt21@example.net,Hyderabad,25-34,False,7899.23,1
CUST_000561,CAMP_1005,Email,2024-03-09,1065.99,cdass@example.net,Delhi,25-34,False,1065.99,1
CUST_000562,CAMP_1005,Email,2024-03-10,5571.12,prisha77@example.com,Pune,25-34,False,5571.12,1
CUST_000563,CAMP_1005,Email,2024-03-10,4032.23,janakisethi@example.net,Pune,25-34,False,4032.23,1
CUST_000564,CAMP_1005,Email,2024-03-10,3770.5,tanish37@example.net,Kolkata,25-34,True,3770.5,1
CUST_000565,CAMP_1005,Email,2024-03-11,5695.95,yashasvi39@example.net,Delhi,25-34,False,5695.95,1
CUST_000566,CAMP_1005,Email,2024-03-11,6755.78,champakkumar@example.net,Kolkata,25-34,False,6755.78,1
CUST_000567,CAMP_1005,Email,2024-03-11,7049.72,imander@example.com,Kolkata,25-34,False,7049.72,1
CUST_000568,CAMP_1005,Email,2024-03-12,7103.69,lakshdeshmukh@example.com,Ahmedabad,25-34,True,7103.69,1
CUST_000569,CAMP_1005,Email,2024-03-12,4575.11,matthewuppal@example.net,Pune,25-34,False,4575.11,1
CUST_000570,CAMP_1005,Email,2024-03-12,7908.04,ikshita49@example.com,Chennai,25-34,True,7908.04,1
CUST_000571,CAMP_1005,Email,2024-03-13,1610.52,butalamadhavi@example.org,Kolkata,25-34,False,1610.52,1
CUST_000572,CAMP_1005,Email,2024-03-13,2201.64,ayushvora@example.com,Mumbai,25-34,True,2201.64,1
CUST_000573,CAMP_1005,Email,2024-03-13,4494.73,pillayazad@example.org,Hyderabad,25-34,True,4494.73,1
CUST_000574,CAMP_1005,Email,2024-03-14,2809.61,warinderrandhawa@example.com,Pune,25-34,False,2809.61,1
CUST_000575,CAMP_1005,Email,2024-03-14,3993.29,sagarmaya@example.net,Chennai,25-34,False,3993.29,1
CUST_000576,CAMP_1005,Email,2024-03-14,6487.69,deshmukhvedika@example.com,Kolkata,25-34,True,6487.69,1
CUST_000577,CAMP_1005,Email,2024-03-15,3201.66,parmarelijah@example.org,Mumbai,25-34,False,3201.66,1
CUST_000578,CAMP_1005,Email,2024-03-15,4829.84,keerjagvi@example.com,Delhi,25-34,False,4829.84,1
CUST_000579,CAMP_1005,Email,2024-03-15,1401.54,bhavinibains@example.net,Kolkata,25-34,True,1401.54,1
CUST_000580,CAMP_1005,Email,2024-03-16,6610.03,rajanlogan@example.org,Chennai,25-34,True,6610.03,1
CUST_000581,CAMP_1005,Email,2024-03-16,3148.83,priyarout@example.com,Kolkata,25-34,True,3148.83,1
CUST_000582,CAMP_1005,Email,2024-03-16,2880.29,kamdarindali@example.com,Chennai,25-34,False,2880.29,1
CUST_000583,CAMP_1005,Email,2024-03-17,1457.05,umander@example.net,Kolkata,25-34,False,1457.05,1
CUST_000584,CAMP_1005,Email,2024-03-17,7443.1,advay92@example.net,Delhi,25-34,False,7443.1,1
CUST_000585,CAMP_1005,Email,2024-03-17,6398.06,maurora@example.net,Hyderabad,25-34,False,6398.06,1
CUST_000586,CAMP_1005,Email,2024-03-18,4905.32,nidra10@example.com,Bangalore,25-34,False,4905.32,1
CUST_000587,CAMP_1005,Email,2024-03-18,7684.58,oviyarout@example.org,Chennai,25-34,False,7684.58,1
CUST_000588,CAMP_1005,Email,2024-03-18,2204.29,hbali@example.com,Chennai,25-34,False,2204.29,1
CUST_000589,CAMP_1005,Email,2024-03-19,5112.08,suleadweta@example.net,Ahmedabad,25-34,False,5112.08,1
CUST_000590,CAMP_1005,Email,2024-03-19,2428.5,vthakur@example.com,Chennai,25-34,True,2428.5,1
CUST_000591,CAMP_1005,Email,2024-03-19,5376.07,upkaarsethi@example.net,Kolkata,25-34,False,5376.07,1
CUST_000592,CAMP_1005,Email,2024-03-20,6188.99,nathnakul@example.org,Ahmedabad,25-34,False,6188.99,1
CUST_000593,CAMP_1005,Email,2024-03-20,5658.53,dominicdhaliwal@example.net,Bangalore,25-34,False,5658.53,1
CUST_000594,CAMP_1005,Email,2024-03-20,4773.0,jacobdalal@example.org,Delhi,25-34,False,4773.0,1
CUST_000595,CAMP_1006,Email,2024-06-23,7114.95,bahadurjit17@example.com,Chennai,18-24,True,7114.95,1
CUST_000596,CAMP_1006,Email,2024-06-23,6207.87,gollalajita@example.com,Ahmedabad,18-24,False,6207.87,1
CUST_000597,CAMP_1006,Email,2024-06-23,7943.6,csani@example.org,Ahmedabad,18-24,False,7943.6,1
CUST_000598,CAMP_1006,Email,2024-06-24,2070.14,uahluwalia@example.net,Pune,18-24,False,2070.14,1
CUST_000599,CAMP_1006,Email,2024-06-24,979.49,avi73@example.org,Bangalore,18-24,True,979.49,1
CUST_000600,CAMP_1006,Email,2024-06-24,7083.61,hbhasin@example.net,Delhi,18-24,False,7083.61,1
CUST_000601,CAMP_1006,Email,2024-06-25,1278.72,triyachaudhary@example.net,Kolkata,18-24,True,1278.72,1
CUST_000602,CAMP_1006,Email,2024-06-25,4527.28,rpingle@example.org,Hyderabad,18-24,False,4527.28,1
CUST_000603,CAMP_1006,Email,2024-06-25,3966.4,harish40@example.org,Mumbai,18-24,False,3966.4,1
CUST_000604,CAMP_1006,Email,2024-06-26,5079.74,barkhakeer@example.org,Bangalore,18-24,False,5079.74,1
CUST_000605,CAMP_1006,Email,2024-06-26,5625.7,urishilla85@example.com,Hyderabad,18-24,True,5625.7,1
CUST_000606,CAMP_1006,Email,2024-06-26,1380.56,ishwar22@example.net,Mumbai,18-24,False,1380.56,1
CUST_000607,CAMP_1006,Email,2024-06-27,4993.25,tailorgabriel@example.net,Chennai,18-24,False,4993.25,1
CUST_000608,CAMP_1006,Email,2024-06-27,4139.11,pallasneha@example.net,Bangalore,18-24,True,4139.11,1
CUST_000609,CAMP_1006,Email,2024-06-27,3979.61,bobaldivya@example.net,Mumbai,18-24,False,3979.61,1
CUST_000610,CAMP_1006,Email,2024-06-28,5975.13,ekansh80@example.org,Ahmedabad,18-24,False,5975.13,1
CUST_000611,CAMP_1006,Email,2024-06-28,2229.66,borraadvika@example.com,Ahmedabad,18-24,False,2229.66,1
CUST_000612,CAMP_1006,Email,2024-06-28,2899.95,sshah@example.org,Ahmedabad,18-24,False,2899.95,1
CUST_000613,CAMP_1006,Email,2024-06-29,1791.75,earora@example.net,Delhi,18-24,False,1791.75,1
CUST_000614,CAMP_1006,Email,2024-06-29,7856.02,lbuch@example.net,Chennai,18-24,False,7856.02,1
CUST_000615,CAMP_1006,Email,2024-06-29,7178.31,xshenoy@example.com,Mumbai,18-24,False,7178.31,1
CUST_000616,CAMP_1006,Email,2024-06-30,5385.44,vincent19@example.org,Kolkata,18-24,False,5385.44,1
CUST_000617,CAMP_1006,Email,2024-06-30,4389.67,ybawa@example.net,Delhi,18-24,False,4389.67,1
CUST_000618,CAMP_1006,Email,2024-06-30,6873.73,sbera@example.com,Chennai,18-24,False,6873.73,1
CUST_000619,CAMP_1006,Email,2024-07-01,7154.78,palanharinakshi@example.net,Kolkata,18-24,True,7154.78,1
CUST_000620,CAMP_1006,Email,2024-07-01,613.7,gaurangi58@example.org,Kolkata,18-24,False,613.7,1
CUST_000621,CAMP_1006,Email,2024-07-01,7064.86,dev85@example.org,Ahmedabad,18-24,True,7064.86,1
CUST_000622,CAMP_1006,Email,2024-07-02,5148.34,fchad@example.com,Hyderabad,18-24,False,5148.34,1
CUST_000623,CAMP_1006,Email,2024-07-02,3658.77,qarin20@example.net,Mumbai,18-24,False,3658.77,1
CUST_000624,CAMP_1006,Email,2024-07-02,6408.7,sthaker@example.net,Mumbai,18-24,True,6408.7,1
CUST_000625,CAMP_1006,Email,2024-07-03,2736.19,ykrish@example.net,Hyderabad,18-24,False,2736.19,1
CUST_000626,CAMP_1006,Email,2024-07-03,4661.53,ridhi45@example.com,Delhi,18-24,False,4661.53,1
CUST_000627,CAMP_1006,Email,2024-07-03,1013.01,chaitanyabahl@example.net,Kolkata,18-24,False,1013.01,1
CUST_000628,CAMP_1006,Email,2024-07-04,7760.28,nimrat12@example.net,Bangalore,18-24,False,7760.28,1
CUST_000629,CAMP_1006,Email,2024-07-04,2644.95,baljiwan56@example.com,Hyderabad,18-24,False,2644.95,1
CUST_000630,CAMP_1006,Email,2024-07-04,6441.43,malhotraanya@example.com,Delhi,18-24,False,6441.43,1
CUST_000631,CAMP_1006,Email,2024-07-05,4213.67,aditya04@example.net,Kolkata,18-24,True,4213.67,1
CUST_000632,CAMP_1006,Email,2024-07-05,7211.94,deshpandekabir@example.net,Ahmedabad,18-24,False,7211.94,1
CUST_000633,CAMP_1006,Email,2024-07-05,1990.24,bbutala@example.net,Pune,18-24,False,1990.24,1
CUST_000634,CAMP_1006,Email,2024-07-06,3791.29,basaknandini@example.com,Mumbai,18-24,False,3791.29,1
CUST_000635,CAMP_1006,Email,2024-07-06,6395.29,chaaya39@example.org,Mumbai,18-24,True,6395.29,1
CUST_000636,CAMP_1006,Email,2024-07-06,7097.53,vinayatak@example.net,Ahmedabad,18-24,False,7097.53,1
CUST_000637,CAMP_1006,Email,2024-07-07,1511.61,kotajeevika@example.org,Delhi,18-24,False,1511.61,1
CUST_000638,CAMP_1006,Email,2024-07-07,2180.68,urmijani@example.org,Delhi,18-24,False,2180.68,1
CUST_000639,CAMP_1006,Email,2024-07-07,1101.46,hemangsankar@example.com,Pune,18-24,False,1101.46,1
CUST_000640,CAMP_1006,Email,2024-07-08,1673.26,edhithamurty@example.net,Bangalore,18-24,True,1673.26,1
CUST_000641,CAMP_1006,Email,2024-07-08,4942.57,parthpillai@example.com,Kolkata,18-24,False,4942.57,1
CUST_000642,CAMP_1006,Email,2024-07-08,1225.78,dayitavora@example.net,Mumbai,18-24,False,1225.78,1
CUST_000643,CAMP_1006,Email,2024-07-09,7318.35,akshay98@example.net,Mumbai,18-24,False,7318.35,1
CUST_000644,CAMP_1006,Email,2024-07-09,5956.74,amrutarana@example.org,Mumbai,18-24,False,5956.74,1
CUST_000645,CAMP_1006,Email,2024-07-09,6913.62,ramekantika@example.net,Chennai,18-24,False,6913.62,1
CUST_000646,CAMP_1006,Email,2024-07-10,7836.13,idikarajan@example.org,Delhi,18-24,True,7836.13,1
CUST_000647,CAMP_1006,Email,2024-07-10,638.93,yashawini59@example.net,Mumbai,18-24,False,638.93,1
CUST_000648,CAMP_1006,Email,2024-07-10,7478.32,rayaan14@example.org,Ahmedabad,18-24,True,7478.32,1
CUST_000649,CAMP_1006,Email,2024-07-11,5642.37,aryavarenya@example.org,Bangalore,18-24,True,5642.37,1
CUST_000650,CAMP_1006,Email,2024-07-11,3314.46,ridhi76@example.com,Delhi,18-24,False,3314.46,1
CUST_000651,CAMP_1006,Email,2024-07-11,6670.51,hbiswas@example.com,Bangalore,18-24,True,6670.51,1
CUST_000652,CAMP_1006,Email,2024-07-12,1306.32,oni00@example.org,Mumbai,18-24,False,1306.32,1
CUST_000653,CAMP_1006,Email,2024-07-12,4750.3,srivastavaimaran@example.com,Mumbai,18-24,False,4750.3,1
CUST_000654,CAMP_1006,Email,2024-07-12,5933.22,balveerissac@example.org,Mumbai,18-24,False,5933.22,1
CUST_000655,CAMP_1006,Email,2024-07-13,3414.94,lipika75@example.org,Delhi,18-24,False,3414.94,1
CUST_000656,CAMP_1006,Email,2024-07-13,7339.03,kavyauppal@example.org,Chennai,18-24,False,7339.03,1
CUST_000657,CAMP_1006,Email,2024-07-13,5875.44,kbajwa@example.net,Ahmedabad,18-24,False,5875.44,1
CUST_000658,CAMP_1006,Email,2024-07-14,2839.46,upkaar45@example.net,Kolkata,18-24,True,2839.46,1
CUST_000659,CAMP_1006,Email,2024-07-14,2828.55,kbrar@example.com,Pune,18-24,True,2828.55,1
CUST_000660,CAMP_1006,Email,2024-07-14,6709.32,smani@example.org,Hyderabad,18-24,False,6709.32,1
CUST_000661,CAMP_1006,Email,2024-07-15,5689.7,rauekiya@example.org,Delhi,18-24,False,5689.7,1
CUST_000662,CAMP_1006,Email,2024-07-15,7338.81,vwarrior@example.net,Chennai,18-24,False,7338.81,1
CUST_000663,CAMP_1006,Email,2024-07-15,7234.62,brinda91@example.net,Bangalore,18-24,False,7234.62,1
CUST_000664,CAMP_1006,Email,2024-07-16,824.03,yashoda14@example.net,Hyderabad,18-24,False,824.03,1
CUST_000665,CAMP_1006,Email,2024-07-16,7942.97,balaurmi@example.com,Delhi,18-24,False,7942.97,1
CUST_000666,CAMP_1006,Email,2024-07-16,6223.89,prasadrishi@example.net,Ahmedabad,18-24,False,6223.89,1
CUST_000667,CAMP_1006,Email,2024-07-17,5002.58,xperi@example.org,Bangalore,18-24,False,5002.58,1
CUST_000668,CAMP_1006,Email,2024-07-17,1359.78,bishakhadoctor@example.com,Hyderabad,18-24,False,1359.78,1
CUST_000669,CAMP_1006,Email,2024-07-17,4610.85,fom@example.com,Kolkata,18-24,True,4610.85,1
CUST_000670,CAMP_1006,Email,2024-07-18,1446.95,abharaj@example.org,Bangalore,18-24,False,1446.95,1
CUST_000671,CAMP_1006,Email,2024-07-18,6747.87,taracharan@example.com,Pune,18-24,False,6747.87,1
CUST_000672,CAMP_1006,Email,2024-07-18,6847.08,devanekansh@example.org,Mumbai,18-24,True,6847.08,1
CUST_000673,CAMP_1006,Email,2024-07-19,1269.12,isekhon@example.com,Kolkata,18-24,False,1269.12,1
CUST_000674,CAMP_1006,Email,2024-07-19,3260.02,lsodhi@example.net,Ahmedabad,18-24,False,3260.02,1
CUST_000675,CAMP_1006,Email,2024-07-19,1153.44,jagat26@example.net,Chennai,18-24,False,1153.44,1
CUST_000676,CAMP_1006,Email,2024-07-20,4508.61,asinghal@example.org,Kolkata,18-24,True,4508.61,1
CUST_000677,CAMP_1006,Email,2024-07-20,5314.62,tiwarikrishna@example.com,Ahmedabad,18-24,False,5314.62,1
CUST_000678,CAMP_1006,Email,2024-07-20,7683.47,kohliamrita@example.org,Kolkata,18-24,True,7683.47,1
CUST_000679,CAMP_1006,Email,2024-07-21,912.36,ronith71@example.com,Hyderabad,18-24,False,912.36,1
CUST_000680,CAMP_1006,Email,2024-07-21,5040.86,lukeborah@example.net,Kolkata,18-24,False,5040.86,1
CUST_000681,CAMP_1006,Email,2024-07-21,1735.7,nchauhan@example.org,Delhi,18-24,True,1735.7,1
CUST_000682,CAMP_1006,Email,2024-07-22,5407.0,yashodharaagarwal@example.com,Mumbai,18-24,True,5407.0,1
CUST_000683,CAMP_1006,Email,2024-07-22,4025.24,eissac@example.org,Ahmedabad,18-24,True,4025.24,1
CUST_000684,CAMP_1006,Email,2024-07-22,6439.15,csarraf@example.net,Chennai,18-24,False,6439.15,1
CUST_000685,CAMP_1006,Email,2024-07-23,6478.76,mandakashish@example.com,Delhi,18-24,False,6478.76,1
CUST_000686,CAMP_1006,Email,2024-07-23,6963.38,goelchandani@example.net,Ahmedabad,18-24,False,6963.38,1
CUST_000687,CAMP_1006,Email,2024-07-23,6090.9,yashodamishra@example.org,Chennai,18-24,False,6090.9,1
CUST_000688,CAMP_1006,Email,2024-07-24,6972.83,clall@example.net,Hyderabad,18-24,True,6972.83,1
CUST_000689,CAMP_1006,Email,2024-07-24,2264.47,mason01@example.org,Mumbai,18-24,False,2264.47,1
CUST_000690,CAMP_1006,Email,2024-07-24,3444.36,yashawini00@example.net,Chennai,18-24,True,3444.36,1
CUST_000691,CAMP_1006,Email,2024-07-25,3235.59,emore@example.com,Chennai,18-24,False,3235.59,1
CUST_000692,CAMP_1006,Email,2024-07-25,2726.54,nicholas55@example.org,Kolkata,18-24,False,2726.54,1
CUST_000693,CAMP_1006,Email,2024-07-25,6008.46,shivanidevi@example.com,Pune,18-24,True,6008.46,1
CUST_000694,CAMP_1006,Email,2024-07-26,7112.23,ushere@example.net,Ahmedabad,18-24,False,7112.23,1
CUST_000695,CAMP_1006,Email,2024-07-26,6301.76,samarthkrishnan@example.org,Ahmedabad,18-24,False,6301.76,1
CUST_000696,CAMP_1006,Email,2024-07-26,6777.13,vinayaratta@example.com,Mumbai,18-24,False,6777.13,1
CUST_000697,CAMP_1006,Email,2024-07-27,746.31,agastyasathe@example.com,Hyderabad,18-24,False,746.31,1
CUST_000698,CAMP_1006,Email,2024-07-27,7611.47,zaidpalla@example.net,Bangalore,18-24,False,7611.47,1
CUST_000699,CAMP_1006,Email,2024-07-27,4565.56,lakshit19@example.com,Delhi,18-24,True,4565.56,1
CUST_000700,CAMP_1006,Email,2024-07-28,2671.22,mekhaladoctor@example.org,Chennai,18-24,False,2671.22,1
CUST_000701,CAMP_1006,Email,2024-07-28,2866.81,nitesh99@example.org,Delhi,18-24,True,2866.81,1
CUST_000702,CAMP_1006,Email,2024-07-28,1382.1,tmadan@example.com,Mumbai,18-24,True,1382.1,1
CUST_000703,CAMP_1006,Email,2024-07-29,909.46,vdeep@example.org,Delhi,18-24,True,909.46,1
CUST_000704,CAMP_1006,Email,2024-07-29,7701.84,oeshibawa@example.org,Bangalore,18-24,False,7701.84,1
CUST_000705,CAMP_1006,Email,2024-07-29,5225.39,samuel19@example.net,Bangalore,18-24,False,5225.39,1
CUST_000706,CAMP_1007,Google Search,2024-01-06,3830.34,panditdaksha@example.org,Hyderabad,18-24,False,3830.34,1
CUST_000707,CAMP_1007,Google Search,2024-01-06,4476.83,daksheshkhanna@example.org,Kolkata,18-24,False,4476.83,1
CUST_000708,CAMP_1007,Google Search,2024-01-06,5578.37,yatan68@example.org,Pune,18-24,True,5578.37,1
CUST_000709,CAMP_1007,Google Search,2024-01-07,1324.97,braromya@example.com,Chennai,18-24,False,1324.97,1
CUST_000710,CAMP_1007,Google Search,2024-01-07,1993.03,daliazashil@example.net,Kolkata,18-24,True,1993.03,1
CUST_000711,CAMP_1007,Google Search,2024-01-07,6992.77,ayaan49@example.net,Kolkata,18-24,True,6992.77,1
CUST_000712,CAMP_1007,Google Search,2024-01-08,1371.12,samaamrita@example.com,Delhi,18-24,False,1371.12,1
CUST_000713,CAMP_1007,Google Search,2024-01-08,5374.47,ndhingra@example.net,Chennai,18-24,False,5374.47,1
CUST_000714,CAMP_1007,Google Search,2024-01-09,6183.37,omajadhar@example.net,Delhi,18-24,False,6183.37,1
CUST_000715,CAMP_1007,Google Search,2024-01-09,6050.78,wrideshravel@example.org,Mumbai,18-24,False,6050.78,1
CUST_000716,CAMP_1007,Google Search,2024-01-10,6051.36,apandya@example.com,Hyderabad,18-24,True,6051.36,1
CUST_000717,CAMP_1007,Google Search,2024-01-10,2964.85,dakshbhat@example.com,Hyderabad,18-24,False,2964.85,1
CUST_000718,CAMP_1007,Google Search,2024-01-10,1794.42,aroy@example.org,Pune,18-24,False,1794.42,1
CUST_000719,CAMP_1007,Google Search,2024-01-11,3284.13,ckata@example.com,Chennai,18-24,True,3284.13,1
CUST_000720,CAMP_1007,Google Search,2024-01-11,6284.67,ksinghal@example.net,Kolkata,18-24,False,6284.67,1
CUST_000721,CAMP_1007,Google Search,2024-01-11,6153.85,kpant@example.com,Mumbai,18-24,False,6153.85,1
CUST_000722,CAMP_1007,Google Search,2024-01-12,4045.11,xpradhan@example.net,Pune,18-24,False,4045.11,1
CUST_000723,CAMP_1007,Google Search,2024-01-13,4430.24,leelamadan@example.com,Kolkata,18-24,False,4430.24,1
CUST_000724,CAMP_1007,Google Search,2024-01-14,1414.77,sompavani@example.com,Ahmedabad,18-24,False,1414.77,1
CUST_000725,CAMP_1007,Google Search,2024-01-15,1181.21,prabhuveer@example.net,Kolkata,18-24,False,1181.21,1
CUST_000726,CAMP_1007,Google Search,2024-01-16,5030.12,krai@example.net,Kolkata,18-24,False,5030.12,1
CUST_000727,CAMP_1007,Google Search,2024-01-16,4850.78,mallickranveer@example.com,Mumbai,18-24,False,4850.78,1
